code,description,parent_code
33.56,KERAMISCHE EN BETONNEN LEIEN,33
33.61,FELSPLAATBEDEKKINGEN,33
33.62,ROEVENBEDEKKINGEN,33
33.63,GESOLDEERDE BEDEKKINGEN,33
33.64,SCHAKELBEDEKKINGEN,33
33.68,"OP TE NEMEN ONDERDELEN, METALEN-PLAATBEDEKKINGEN",33
33.71,VEZELCEMENT-PLAATBEKLEDINGEN,33
33.72,BITUMINEUZE-PLAATBEKLEDINGEN,33
33.73,METALEN-PLAATBEKLEDINGEN,33
33.74,KUNSTSTOF-PLAATBEKLEDINGEN,33
33.80,RIETBEDEKKINGEN,33
33.85,"OP TE NEMEN ONDERDELEN, RIETBEDEKKINGEN",33
33.87,"OP TE NEMEN ONDERDELEN, DAKBEDEKKINGEN",33
33.88,STELPOSTEN,33
34,BEGLAZING,
34.00,ALGEMEEN,34
34.11,FUNCTIONELE OMSCHRIJVINGEN,34
34.12,WERKBESCHEIDEN,34
34.13,"BEPROEVEN, CONTROLEREN, KEUREN, INREGELEN, IN BEDRIJF STELLEN",34
34.14,MONSTERS EN PROEFOPSTELLING,34
34.15,BEDIENINGSINSTRUCTIES EN ONDERHOUDSVOORSCHRIFTEN,34
34.16,"KEURING, INSPECTIE, RAPPORTAGE",34
34.17,REVISIEBESCHEIDEN,34
34.18,GARANTIES,34
34.21,DEMONTEREN/VERWIJDEREN BESTAANDE BEGLAZING,34
34.22,REINIGEN BESTAANDE BEGLAZING,34
34.23,VOORBEHANDELEN ONDERGROND BESTAANDE BEGLAZING,34
34.25,HERSTELLEN BESTAANDE BEGLAZING,34
34.26,AANPASSEN BESTAANDE BEGLAZING,34
34.27,HERPLAATSEN BESTAANDE BEGLAZING,34
34.28,ONDERHOUDEN BESTAANDE BEGLAZING,34
34.31,ENKELBLADIG GLAS,34
34.32,GELAAGD GLAS,34
34.33,MEERBLADIG ISOLEREND GLAS,34
34.34,PROFIELGLAS,34
34.35,KUNSTSTOF,34
34.36,VOORZETRUITEN EN ISOLATIEFOLIES,34
34.37,GLASPANEEL,34
34.38,MONUMENTENGLAS,34
34.41,STRUCTURELE BEGLAZING,34
34.88,STELPOSTEN,34
35,NATUUR- EN KUNSTSTEEN,
35.00,ALGEMEEN,35
35.11,FUNCTIONELE OMSCHRIJVINGEN,35
35.12,WERKBESCHEIDEN,35
35.13,"BEPROEVING, CONTROLE, INSPECTIE, KEURING, METING EN OPNEMING",35
35.14,MONSTERS EN PROEFOPSTELLING,35
35.15,INSTRUCTIE/OPLEIDING,35
35.16,"KEURING, INSPECTIE, RAPPORTAGE",35
35.17,REVISIEBESCHEIDEN,35
35.18,GARANTIES,35
35.21,DEMONTEREN/VERWIJDEREN BESTAAND NATUURSTEEN,35
35.22,REINIGEN BESTAAND NATUURSTEEN,35
35.24,INJECTEREN BESTAAND NATUURSTEEN,35
35.25,HERSTELLEN BESTAAND NATUURSTEEN,35
35.26,AANPASSEN BESTAAND NATUURSTEEN,35
35.27,HERPLAATSEN BESTAAND NATUURSTEEN,35
35.28,ONDERHOUDEN BESTAAND NATUURSTEEN,35
35.32,NATUURSTEEN TRAPPEN EN BALUSTRADEN,35
35.33,"NATUURSTEEN KOLOMMEN, STIJLEN, LATEIEN EN CONSOLES",35
35.34,"NATUURSTEEN BLOKKEN, PLATEN EN BANDEN",35
35.35,NATUURSTEEN DORPELS EN NEUTEN,35
35.42,KUNSTSTEEN TRAPPEN EN BALUSTRADEN,35
35.44,"KUNSTSTEEN BLOKKEN, PLATEN EN BANDEN",35
35.45,KUNSTSTEEN DORPELS EN NEUTEN,35
35.81,ISOLATIE,35
35.82,VOCHTKERINGEN,35
35.83,PROFIELEN,35
35.88,STELPOSTEN,35
36,VOEGVULLING,
36.00,ALGEMEEN,36
36.11,FUNCTIONELE OMSCHRIJVINGEN,36
36.12,WERKBESCHEIDEN,36
36.13,"BEPROEVING, CONTROLE, INSPECTIE, KEURING, METING EN OPNEMING",36
36.14,"MONSTERS, PROEFOPSTELLINGEN EN PROEFVLAKKEN",36
36.15,INSTRUCTIE/OPLEIDING,36
36.16,INREGELING EN INBEDRIJFSTELLING,36
36.17,REVISIEBESCHEIDEN,36
36.18,GARANTIES,36
36.21,DEMONTEREN/VERWIJDEREN BESTAANDE VOEGVULLING,36
36.22,REINIGEN BESTAANDE VOEGVULLING,36
36.23,VOORBEHANDELEN ONDERGROND BESTAANDE VOEGVULLING,36
36.24,INJECTEREN BESTAANDE VOEGVULLING,36
36.25,HERSTELLEN BESTAANDE VOEGVULLING,36
36.26,AANPASSEN BESTAANDE VOEGVULLING,36
36.27,HERPLAATSEN BESTAANDE VOEGVULLING,36
36.28,ONDERHOUDEN BESTAANDE VOEGVULLING,36
36.30,VOEGVULLINGEN MET KIT,36
36.40,VOEGVULLINGEN MET SCHUIMBAND,36
36.50,VOEGVULLINGEN MET VOEGPROFIELEN,36
36.60,VOEGVULLINGEN MET SCHUIM,36
36.88,STELPOSTEN,36
37,NA-ISOLATIE,
37.00,ALGEMEEN,37
37.11,FUNCTIONELE OMSCHRIJVINGEN,37
37.12,WERKBESCHEIDEN,37
37.13,"BEPROEVING, CONTROLE, INSPECTIE, KEURING, METING EN OPNEMING",37
37.14,"MONSTERS, PROEFOPSTELLINGEN EN PROEFVLAKKEN",37
37.15,INSTRUCTIE/OPLEIDING,37
37.16,INREGELING EN INBEDRIJFSTELLING,37
37.17,REVISIEBESCHEIDEN,37
37.18,GARANTIES,37
37.21,DEMONTEREN/VERWIJDEREN BESTAANDE NA-ISOLATIE,37
37.25,HERSTELLEN BESTAANDE NA-ISOLATIE,37
37.26,AANBRENGEN NA-ISOLATIE,37
37.28,ONDERHOUDEN BESTAANDE NA-ISOLATIE,37
37.30,ISOLATIE-ELEMENTEN,37
37.41,"SPOUWISOLATIE, TER PLAATSE GEVORMD",37
37.42,"ISOLATIEDEKLAGEN, TER PLAATSE GEVORMD",37
37.43,DAMPREMMENDE/DAMPDOORLATENDE LAGEN,37
37.88,STELPOSTEN,37
38,GEVELSCHERMEN,
38.00,ALGEMEEN,38
38.11,FUNCTIONELE OMSCHRIJVINGEN,38
38.12,WERKBESCHEIDEN,38
38.13,"BEPROEVING, CONTROLE, INSPECTIE, KEURING, METING EN OPNEMING",38
38.14,MONSTERS EN PROEFOPSTELLING,38
38.15,INSTRUCTIE/OPLEIDING,38
38.16,INREGELING EN INBEDRIJFSTELLING,38
38.17,REVISIEBESCHEIDEN,38
38.18,GARANTIES,38
38.21,DEMONTEREN/VERWIJDEREN BESTAANDE GEVELSCHERMEN,38
38.22,REINIGEN BESTAANDE GEVELSCHERMEN,38
38.25,HERSTELLEN BESTAANDE GEVELSCHERMEN,38
38.26,AANPASSEN BESTAANDE GEVELSCHERMEN,38
38.27,HERPLAATSEN BESTAANDE GEVELSCHERMEN,38
38.28,ONDERHOUDEN BESTAANDE GEVELSCHERMEN,38
38.30,"BEWEEGBARE SCHERMEN, BUITEN",38
38.40,"VASTE SCHERMEN EN ROOSTERS, BUITEN",38
38.50,"GEVELHEKKEN, LUIKEN EN HORDEUREN",38
38.88,STELPOSTEN,38
40,STUKADOORSWERK,
40.00,ALGEMEEN,40
40.11,FUNCTIONELE OMSCHRIJVINGEN,40
40.12,WERKBESCHEIDEN,40
40.13,"BEPROEVING, CONTROLE, INSPECTIE, KEURING, METING EN OPNEMING",40
40.14,MONSTERS EN PROEFOPSTELLING,40
40.15,INSTRUCTIE/OPLEIDING,40
40.16,INREGELING EN INBEDRIJFSTELLING,40
40.17,REVISIEBESCHEIDEN,40
40.18,GARANTIES,40
40.21,DEMONTEREN/VERWIJDEREN BESTAAND STUKADOORSWERK,40
40.22,REINIGEN BESTAAND STUKADOORSWERK,40
40.23,VOORBEHANDELEN ONDERGROND BESTAAND STUKADOORSWERK,40
40.25,HERSTELLEN BESTAAND STUKADOORSWERK,40
40.30,VOORBEHANDELEN ONDERGROND,40
40.31,PLEISTERDRAGERS,40
40.40,PLEISTERWERK,40
40.50,BUITENGEVELISOLATIESYSTEMEN,40
40.81,PROFIELEN,40
40.82,"LIJSTEN, ORNAMENTEN, FIGURATIES",40
40.88,STELPOSTEN,40
41,TEGELWERK,
41.00,ALGEMEEN,41
41.11,FUNCTIONELE OMSCHRIJVINGEN,41
41.12,WERKBESCHEIDEN,41
41.13,"BEPROEVING, CONTROLE, INSPECTIE, KEURING, METING EN OPNEMING",41
41.14,MONSTERS EN PROEFOPSTELLING,41
41.15,INSTRUCTIE/OPLEIDING,41
41.16,INREGELING EN INBEDRIJFSTELLING,41
41.17,REVISIEBESCHEIDEN,41
41.18,GARANTIES,41
41.21,DEMONTEREN/VERWIJDEREN BESTAAND TEGELWERK,41
41.22,REINIGEN BESTAAND TEGELWERK,41
41.23,VOORBEHANDELEN ONDERGROND BESTAAND TEGELWERK,41
41.25,HERSTELLEN BESTAAND TEGELWERK,41
41.26,AANPASSEN BESTAAND TEGELWERK,41
41.27,HERPLAATSEN BESTAAND TEGELWERK,41
41.28,ONDERHOUDEN BESTAAND TEGELWERK,41
41.30,VOORBEHANDELEN ONDERGROND,41
41.32,WANDTEGELWERK,41
41.42,VLOERTEGELWERK,41
41.52,TRAPTEGELWERK,41
41.62,PLINTTEGELWERK,41
41.63,MUURAFDEKKINGEN,41
41.64,ACCESSOIRETEGELS,41
41.71,VOEGWERK,41
41.81,ISOLATIE,41
41.83,PROFIELEN,41
41.84,TOEBEHOREN,41
41.88,STELPOSTEN,41
42,DEKVLOEREN EN VLOERSYSTEMEN,
42.00,ALGEMEEN,42
42.11,FUNCTIONELE OMSCHRIJVINGEN,42
42.12,WERKBESCHEIDEN,42
42.13,"BEPROEVING, CONTROLE, INSPECTIE, KEURING, METING EN OPNEMING",42
42.14,MONSTERS EN PROEFOPSTELLING,42
42.15,INSTRUCTIE/OPLEIDING,42
42.16,INREGELING EN INBEDRIJFSTELLING,42
42.17,REVISIEBESCHEIDEN,42
42.18,GARANTIES,42
42.21,DEMONTEREN/VERWIJDEREN BESTAANDE DEKVLOEREN EN VLOERSYSTEMEN,42
42.22,REINIGEN BESTAANDE DEKVLOEREN EN VLOERSYSTEMEN,42
42.23,VOORBEHANDELEN ONDERGROND BESTAANDE DEKVLOEREN EN VLOERSYSTEMEN,42
42.25,HERSTELLEN BESTAANDE DEKVLOEREN EN VLOERSYSTEMEN,42
42.26,AANPASSEN BESTAANDE DEKVLOEREN EN VLOERSYSTEMEN,42
42.27,HERPLAATSEN BESTAANDE DEKVLOEREN EN VLOERSYSTEMEN,42
42.28,ONDERHOUDEN BESTAANDE DEKVLOEREN EN VLOERSYSTEMEN,42
42.31,GEHECHTE MORTELDEKVLOEREN,42
42.32,MORTELDEKVLOEREN OP ISOLATIE,42
42.34,BITUMENGEBONDEN DEKVLOEREN,42
42.35,DROOGBOUW DEKVLOEREN,42
42.40,VLOERAFWERKINGEN,42
42.50,VLOERSYSTEMEN,42
42.72,BEWERKING,42
42.81,PROFIELEN,42
42.88,STELPOSTEN,42
43,METAAL- EN KUNSTSTOFWERK,
43.00,ALGEMEEN,43
43.11,FUNCTIONELE OMSCHRIJVINGEN,43
43.12,WERKBESCHEIDEN,43
43.13,"BEPROEVING, CONTROLE, INSPECTIE, KEURING, METING EN OPNEMING",43
43.14,"MONSTERS, PROEFOPSTELLINGEN EN PROEFVLAKKEN",43
43.15,INSTRUCTIE/OPLEIDING,43
43.16,"KEURING, INSPECTIE, RAPPORTAGE",43
43.17,REVISIEBESCHEIDEN,43
43.18,GARANTIES,43
43.21,DEMONTEREN/VERWIJDEREN BESTAAND METAAL- EN KUNSTSTOFWERK,43
43.22,REINIGEN BESTAAND METAAL- EN KUNSTSTOFWERK,43
43.25,HERSTELLEN BESTAAND METAAL- EN KUNSTSTOFWERK,43
43.26,AANPASSEN BESTAAND METAAL- EN KUNSTSTOFWERK,43
43.27,HERPLAATSEN BESTAAND METAAL- EN KUNSTSTOFWERK,43
43.28,ONDERHOUDEN BESTAAND METAAL- EN KUNSTSTOFWERK,43
43.31,LUIKEN,43
43.32,ROOSTERS,43
43.33,OMRANDINGEN,43
43.34,LUIFEL-/DAKELEMENTEN,43
43.38,DIVERSE ONDERDELEN,43
43.41,AFDEKPROFIELEN,43
43.42,METAALPROFIELEN,43
43.43,KUNSTSTOF PROFIELEN,43
43.44,"GAZEN, NETTEN EN WEEFSELS",43
43.88,STELPOSTEN,43
44,PLAFOND- EN WANDSYSTEMEN,
44.00,ALGEMEEN,44
44.11,FUNCTIONELE OMSCHRIJVINGEN,44
44.12,WERKBESCHEIDEN,44
44.13,"BEPROEVING, CONTROLE, INSPECTIE, KEURING, METING EN OPNEMING",44
44.14,MONSTERS EN PROEFOPSTELLING,44
44.15,INSTRUCTIE/OPLEIDING,44
44.16,INREGELING EN INBEDRIJFSTELLING,44
44.17,REVISIEBESCHEIDEN,44
44.18,GARANTIES,44
44.21,DEMONTEREN/VERWIJDEREN BESTAANDE PLAFOND- EN WANDSYSTEMEN,44
44.22,REINIGEN BESTAANDE PLAFOND- EN WANDSYSTEMEN,44
44.25,HERSTELLEN BESTAANDE PLAFOND- EN WANDSYSTEMEN,44
44.26,AANPASSEN BESTAANDE PLAFOND- EN WANDSYSTEMEN,44
44.27,HERPLAATSEN BESTAANDE PLAFOND- EN WANDSYSTEMEN,44
44.28,ONDERHOUDEN BESTAANDE PLAFOND- EN WANDSYSTEMEN,44
44.31,PANELENPLAFONDS,44
44.32,STROKENPLAFONDS,44
44.33,LAMELLENPLAFONDS,44
44.34,ROOSTERPLAFONDS,44
44.35,RASTERPLAFONDS,44
44.36,BAFFLE-PLAFONDS,44
44.37,GIPSPLAATPLAFONDS,44
44.38,PLAFONDELEMENTEN EN -ONDERDELEN,44
44.41,IN HET WERK AF TE WERKEN SYSTEEMWANDEN,44
44.42,VOORAF AFGEWERKTE SYSTEEMWANDEN,44
44.50,SYSTEEMBEKLEDINGEN,44
44.88,STELPOSTEN,44
45,AFBOUWTIMMERWERK,
45.00,ALGEMEEN,45
45.11,FUNCTIONELE OMSCHRIJVINGEN,45
45.12,WERKBESCHEIDEN,45
45.13,"BEPROEVING, CONTROLE, INSPECTIE, KEURING, METING EN OPNEMING",45
45.14,MONSTERS EN PROEFOPSTELLING,45
45.15,INSTRUCTIE/OPLEIDING,45
45.16,"KEURING, INSPECTIE, RAPPORTAGE",45
45.17,REVISIEBESCHEIDEN,45
45.18,GARANTIES,45
45.21,DEMONTEREN/VERWIJDEREN BESTAAND AFBOUWTIMMERWERK,45
45.24,INJECTEREN BESTAAND AFBOUWTIMMERWERK,45
45.25,HERSTELLEN BESTAAND AFBOUWTIMMERWERK,45
45.26,AANPASSEN BESTAAND AFBOUWTIMMERWERK,45
45.27,HERPLAATSEN BESTAAND AFBOUWTIMMERWERK,45
45.28,ONDERHOUDEN BESTAAND AFBOUWTIMMERWERK,45
45.31,REGELWERK,45
45.32,TENGEL- EN RACHELWERK,45
45.41,BESCHIETINGEN,45
45.42,VLAKKE-PLAATBEKLEDINGEN,45
45.43,GEPROFILEERDE-PLAATBEKLEDINGEN,45
45.44,PROFIELSTROKENBEKLEDINGEN,45
45.45,PANEELBEKLEDINGEN,45
45.46,AFTIMMERINGEN,45
45.81,ISOLATIE,45
45.82,DAMPREMMENDE/DAMPDOORLATENDE LAGEN,45
45.88,STELPOSTEN,45
46,SCHILDERWERK,
46.00,ALGEMEEN,46
46.11,FUNCTIONELE OMSCHRIJVINGEN,46
46.12,WERKBESCHEIDEN,46
46.13,"BEPROEVING, CONTROLE, INSPECTIE, KEURING, METING EN OPNEMING",46
46.14,MONSTERS EN PROEFOPSTELLING,46
46.15,INSTRUCTIE/OPLEIDING,46
46.16,"KEURING, INSPECTIE, RAPPORTAGE",46
46.17,REVISIEBESCHEIDEN,46
46.18,GARANTIES,46
46.20,HERSTELLEN BESTAANDE ONDERGROND,46
46.21,"BESTAANDE ONDERGROND, HOUT",46
46.22,"BESTAANDE ONDERGROND, METAAL",46
46.23,"BESTAANDE ONDERGROND, STEENACHTIG",46
46.24,"BESTAANDE ONDERGROND, KUNSTSTOF",46
46.28,"BESTAANDE ONDERGROND, DIVERSEN",46
46.31,"NIEUWE ONDERGROND, HOUT",46
46.32,"NIEUWE ONDERGROND, METAAL",46
46.33,"NIEUWE ONDERGROND, STEENACHTIG",46
46.34,"NIEUWE ONDERGROND, KUNSTSTOF",46
46.38,"NIEUWE ONDERGROND, DIVERSEN",46
46.41,"INDUSTRIELE COATING, METAAL",46
46.71,DEMONTEREN/VERWIJDEREN HISTORISCH SCHILDERWERK,46
46.72,REINIGEN HISTORISCH SCHILDERWERK,46
46.73,VOORBEHANDELEN ONDERGROND HISTORISCH SCHILDERWERK,46
46.74,INJECTEREN HISTORISCH SCHILDERWERK,46
46.75,HERSTELLEN HISTORISCH SCHILDERWERK,46
46.76,AANPASSEN HISTORISCH SCHILDERWERK,46
46.78,ONDERHOUDEN HISTORISCH SCHILDERWERK,46
46.88,STELPOSTEN,46
47,BINNENINRICHTING,
47.00,ALGEMEEN,47
47.11,FUNCTIONELE OMSCHRIJVINGEN,47
47.12,WERKBESCHEIDEN,47
47.13,"BEPROEVING, CONTROLE, INSPECTIE, KEURING, METING EN OPNEMING",47
47.14,MONSTERS EN PROEFOPSTELLING,47
47.15,INSTRUCTIE/OPLEIDING,47
47.16,INREGELING EN INBEDRIJFSTELLING,47
47.17,REVISIEBESCHEIDEN,47
47.18,GARANTIES,47
47.21,DEMONTEREN/VERWIJDEREN BESTAANDE BINNENINRICHTING,47
47.22,REINIGEN BESTAANDE BINNENINRICHTING,47
47.25,HERSTELLEN BESTAANDE BINNENINRICHTING,47
47.26,AANPASSEN BESTAANDE BINNENINRICHTING,47
47.27,HERPLAATSEN BESTAANDE BINNENINRICHTING,47
47.28,ONDERHOUDEN BESTAANDE BINNENINRICHTING,47
47.31,KASTEN,47
47.32,STELLINGEN,47
47.33,GARDEROBES,47
47.34,CONTAINERS EN BAKKEN,47
47.41,"AANRECHT-, WERK- EN BUFFETBLADEN",47
47.42,BALIES,47
47.44,ZITMEUBELS,47
47.51,BEWEGWIJZERING,47
47.52,RECLAME-OBJECTEN,47
47.60,GEBOUWAANKLEDING EN DECORATIE,47
47.88,STELPOSTEN,47
48,"BEHANGWERK, VLOERBEDEKKING EN STOFFERING",
48.00,ALGEMEEN,48
48.11,FUNCTIONELE OMSCHRIJVINGEN,48
48.12,WERKBESCHEIDEN,48
48.13,"BEPROEVING, CONTROLE, INSPECTIE, KEURING, METING EN OPNEMING",48
48.14,MONSTERS EN PROEFOPSTELLING,48
48.15,INSTRUCTIE/OPLEIDING,48
48.16,"KEURING, INSPECTIE, RAPPORTAGE",48
48.17,REVISIEBESCHEIDEN,48
48.18,GARANTIES,48
48.21,"DEMONTEREN/VERWIJDEREN BESTAAND BEHANGWERK, VLOERBEDEKKING EN STOFFERING",48
48.22,"REINIGEN BESTAAND BEHANGWERK, VLOERBEDEKKING EN STOFFERING",48
48.25,"HERSTELLEN BESTAAND BEHANGWERK, VLOERBEDEKKING EN STOFFERING",48
48.26,"AANPASSEN BESTAAND BEHANGWERK, VLOERBEDEKKING EN STOFFERING",48
48.27,"HERPLAATSEN BESTAAND BEHANGWERK, VLOERBEDEKKING EN STOFFERING",48
48.28,"ONDERHOUDEN BESTAAND BEHANGWERK, VLOERBEDEKKING EN STOFFERING",48
48.31,"BEHANGWERK, VOORBEHANDELING ONDERGROND",48
48.32,"BEHANGWERK, ONDERLAGEN",48
48.33,BEHANGWERK,48
48.34,WANDBEKLEDINGEN,48
48.41,"VLOERBEDEKKING, VOORBEHANDELING ONDERGROND",48
48.42,"VLOERBEDEKKING, TUSSENLAGEN",48
48.43,ELASTISCHE VLOERBEDEKKINGEN,48
48.44,ZACHTE VLOERBEDEKKINGEN,48
48.45,PARKET,48
48.51,"ZONWERINGSSCHERMEN EN GORDIJNEN, BINNEN",48
48.58,TOEBEHOREN STOFFERING,48
48.61,PROFIELEN,48
48.88,STELPOSTEN,48
50,DAKGOTEN EN HEMELWATERAFVOEREN,
50.00,ALGEMEEN,50
50.11,FUNCTIONELE OMSCHRIJVINGEN,50
50.12,WERKBESCHEIDEN,50
50.13,"BEPROEVING, CONTROLE, INSPECTIE, KEURING, METING EN OPNEMING",50
50.14,"MONSTERS, PROEFOPSTELLINGEN EN PROEFVLAKKEN",50
50.15,INSTRUCTIE/OPLEIDING,50
50.16,"KEURING, INSPECTIE, RAPPORTAGE",50
50.17,REVISIEBESCHEIDEN,50
50.18,GARANTIES,50
50.21,DEMONTEREN/VERWIJDEREN BESTAANDE DAKGOTEN EN HEMELWATERAFVOEREN,50
50.25,HERSTELLEN BESTAANDE DAKGOTEN EN HEMELWATERAFVOEREN,50
50.26,AANPASSEN BESTAANDE DAKGOTEN EN HEMELWATERAFVOEREN,50
50.28,ONDERHOUDEN BESTAANDE DAKGOTEN EN HEMELWATERAFVOEREN,50
50.31,DAKGOTEN,50
50.32,DAKGOOTBEKLEDINGEN,50
50.41,METALEN BUISLEIDINGEN,50
50.42,KUNSTSTOF BUISLEIDINGEN,50
50.48,VERBINDINGEN,50
50.50,APPENDAGES,50
50.51,APPENDAGES IN LEIDINGEN,50
50.60,TANKS,50
50.62,FILTERS,50
50.81,ISOLATIE,50
50.82,ISOLATIE-AFWERKINGEN,50
50.88,STELPOSTEN,50
51,BINNENRIOLERING,
51.00,ALGEMEEN,51
51.11,FUNCTIONELE OMSCHRIJVINGEN,51
51.12,WERKBESCHEIDEN,51
51.13,"BEPROEVEN, CONTROLEREN, KEUREN, INREGELEN, IN BEDRIJF STELLEN",51
51.14,"MONSTERS, PROEFOPSTELLINGEN EN PROEFVLAKKEN",51
51.15,INSTRUCTIE/OPLEIDING,51
51.16,INREGELING EN INBEDRIJFSTELLING,51
51.17,REVISIEBESCHEIDEN,51
51.18,GARANTIES,51
51.20,BESTAAND WERK,51
51.31,METALEN BUISLEIDINGEN,51
51.32,KUNSTSTOF BUISLEIDINGEN,51
51.33,STEENACHTIGE BUISLEIDINGEN,51
51.38,VERBINDINGEN,51
51.41,GOTEN,51
51.42,PUTTEN,51
51.43,AFSCHEIDERS,51
51.50,POMPEN EN TANKS,51
51.61,APPENDAGES IN LEIDINGEN,51
51.62,APPENDAGES AAN LEIDINGEN,51
51.63,APPENDAGES OM LEIDINGEN,51
51.64,SLANGEN,51
51.81,ISOLATIE,51
51.82,ISOLATIE-AFWERKINGEN,51
51.88,STELPOSTEN,51
52,WATERINSTALLATIES,
52.00,ALGEMEEN,52
52.11,FUNCTIONELE OMSCHRIJVINGEN,52
52.12,WERKBESCHEIDEN,52
52.13,"BEPROEVEN, CONTROLEREN, KEUREN, INREGELEN, IN BEDRIJF STELLEN",52
52.14,"MONSTERS, PROEFOPSTELLINGEN EN PROEFVLAKKEN",52
52.15,INSTRUCTIE/OPLEIDING,52
52.16,INREGELING EN INBEDRIJFSTELLING,52
52.17,REVISIEBESCHEIDEN,52
52.18,GARANTIES,52
52.20,BESTAAND WERK,52
52.31,METALEN BUISLEIDINGEN,52
52.32,KUNSTSTOF BUISLEIDINGEN,52
52.33,VERDELERS EN VERZAMELAARS,52
52.34,STEENACHTIGE BUISLEIDINGEN,52
52.38,VERBINDINGEN,52
52.40,POMPEN EN APPARATEN,52
52.51,VOORRAADTOESTELLEN,52
52.52,DOORSTROOMTOESTELLEN,52
52.61,APPENDAGES IN LEIDINGEN,52
52.62,APPENDAGES AAN LEIDINGEN,52
52.63,APPENDAGES OM LEIDINGEN,52
52.81,ISOLATIE,52
52.82,ISOLATIE-AFWERKINGEN,52
52.88,STELPOSTEN,52
53,SANITAIR,
53.00,ALGEMEEN,53
53.11,FUNCTIONELE OMSCHRIJVINGEN,53
53.12,WERKBESCHEIDEN,53
53.13,"BEPROEVING, CONTROLE, INSPECTIE, KEURING, METING EN OPNEMING",53
53.14,MONSTERS EN PROEFOPSTELLING,53
53.15,INSTRUCTIE/OPLEIDING,53
53.16,INREGELING EN INBEDRIJFSTELLING,53
53.17,REVISIEBESCHEIDEN,53
53.18,GARANTIES,53
53.21,DEMONTEREN/VERWIJDEREN BESTAAND SANITAIR,53
53.22,REINIGEN BESTAAND SANITAIR,53
53.27,HERPLAATSEN BESTAAND SANITAIR,53
53.31,CLOSET- EN URINOIRCOMBINATIES,53
53.32,"DOUCHE-, BAD- EN BIDETCOMBINATIES",53
53.33,WASTAFEL- EN WASTROGCOMBINATIES,53
53.34,GOOTSTEEN- EN SPOELBAKCOMBINATIES,53
53.60,"CABINES, UNITS, PANELEN",53
53.70,KRANEN EN KRAAN-AFVOERCOMBINATIES,53
53.80,TOEBEHOREN SANITAIR,53
53.88,STELPOSTEN,53
54,BRANDBESTRIJDINGSINSTALLATIES,
54.00,ALGEMEEN,54
54.11,FUNCTIONELE OMSCHRIJVINGEN,54
54.12,WERKBESCHEIDEN,54
54.13,"BEPROEVEN, CONTROLEREN, KEUREN, INREGELEN, IN BEDRIJF STELLEN",54
54.14,MONSTERS EN PROEFOPSTELLING,54
54.15,INSTRUCTIE/OPLEIDING,54
54.16,INREGELING EN INBEDRIJFSTELLING,54
54.17,REVISIEBESCHEIDEN,54
54.18,GARANTIES,54
54.20,BESTAAND WERK,54
54.31,METALEN BUISLEIDINGEN,54
54.32,KUNSTSTOF BUISLEIDINGEN,54
54.38,VERBINDINGEN,54
54.40,BRANDBLUSTOESTELLEN,54
54.50,APPENDAGES,54
54.60,FLESSEN EN TANKS,54
54.70,POMPEN EN APPARATEN,54
54.80,MENGERS,54
54.88,STELPOSTEN,54
55,GASINSTALLATIES,
55.00,ALGEMEEN,55
55.11,FUNCTIONELE OMSCHRIJVINGEN,55
55.12,WERKBESCHEIDEN,55
55.13,"BEPROEVEN, CONTROLEREN, KEUREN, INREGELEN, IN BEDRIJF STELLEN",55
55.14,"MONSTERS, PROEFOPSTELLINGEN EN PROEFVLAKKEN",55
55.15,INSTRUCTIE/OPLEIDING,55
55.16,INREGELING EN INBEDRIJFSTELLING,55
55.17,REVISIEBESCHEIDEN,55
55.18,GARANTIES,55
55.20,BESTAAND WERK,55
55.31,METALEN BUISLEIDINGEN,55
55.32,KUNSTSTOF BUISLEIDINGEN,55
55.33,VERDELERS EN VERZAMELAARS,55
55.38,VERBINDINGEN,55
55.40,FLESSEN EN TANKS,55
55.51,APPENDAGES IN LEIDINGEN,55
55.52,APPENDAGES AAN LEIDINGEN,55
55.53,APPENDAGES OM LEIDINGEN,55
55.88,STELPOSTEN,55
56,PERSLUCHT- EN VACUUMINSTALLATIES,
56.00,ALGEMEEN,56
56.11,FUNCTIONELE OMSCHRIJVINGEN,56
56.12,WERKBESCHEIDEN,56
56.13,"BEPROEVEN, CONTROLEREN, KEUREN, INREGELEN, IN BEDRIJF STELLEN",56
56.14,"MONSTERS, PROEFOPSTELLINGEN EN PROEFVLAKKEN",56
56.15,INSTRUCTIE/OPLEIDING,56
56.16,INREGELING EN INBEDRIJFSTELLING,56
56.17,REVISIEBESCHEIDEN,56
56.18,GARANTIES,56
56.20,BESTAAND WERK,56
56.31,METALEN BUISLEIDINGEN,56
56.32,VERDELERS EN VERZAMELAARS,56
56.33,KUNSTSTOF BUISLEIDINGEN,56
56.38,VERBINDINGEN,56
56.40,"APPARATEN, FLESSEN EN TANKS",56
56.51,APPENDAGES IN LEIDINGEN,56
56.52,APPENDAGES AAN LEIDINGEN,56
56.53,APPENDAGES OM LEIDINGEN,56
56.88,STELPOSTEN,56
57,TECHNISCHE INRICHTING,
57.00,ALGEMEEN,57
60,VERWARMINGSINSTALLATIES,
60.00,ALGEMEEN,60
60.11,FUNCTIONELE OMSCHRIJVINGEN,60
60.12,WERKBESCHEIDEN,60
